fuente,contenido,texto_limpio,label_sugerida,texto_preprocesado
Email,"ESTIMADOS, QUISIERA SABER LOS CUOTAS DE SECUNDARIA PARA MI HIJO THIAGO.",estimados quisiera saber los cuotas de secundaria para mi hijo thiago,ADMIS_COSTOS,estimado querer cuota secundaria hijo thiago
Email,"Estimados, quisiera saber los costos de inicial 3 años para mi hijo Pedro.",estimados quisiera saber los costos de inicial 3 años para mi hijo pedro,ADMIS_COSTOS,estimado querer costo inicial año hijo pedro
Web,ficha de matrícula para traslado a 1ero secundaria. Postulante: Elena.,ficha de matrícula para traslado a 1ero secundaria postulante elena,ADMIS_REQUIS_DOC,ficha matrícula traslado 1ero secundario postulante elén
Web,<p><b>reunión de admision para inicial 3 años. Mi menor es Sebastian.</b></p>,reunión de admision para inicial 3 años mi menor es sebastian,OTROS,reunión admision inicial año menor sebastiar
WhatsApp,Hola hay vacantes para secundaria? Mi niño se llama Ana.,hola hay vacantes para secundaria mi niño se llama ana,ADMIS_VACANTES,holar vacante secundario niño llamar án
Email,"Estimados, quisiera saber los pagos de 6to primaria para mi hijo Camila.",estimados quisiera saber los pagos de 6to primaria para mi hijo camila,ADMIS_COSTOS,estimado querer pago 6to primario hijo camilar
Web,ficha de matrícula para traslado a 1ero secundaria. Postulante: Luis.,ficha de matrícula para traslado a 1ero secundaria postulante luis,ADMIS_REQUIS_DOC,ficha matrícula traslado 1ero secundario postulante luis
Web,entrevistas de admision para 1ero primaria. Mi menor es Ana.,entrevistas de admision para 1ero primaria mi menor es ana,ADMIS_CITAS,entrevista admision 1ero primario menor án
WhatsApp,SABER SI HAY CUPOS EN INICIAL 3 AÑOS PARA SEBASTIAN. GRACIAS.,saber si hay cupos en inicial 3 años para sebastian gracias,ADMIS_VACANTES,cupo inicial año sebastiar gracias
WhatsApp,<p><b>Hola hay cupos para 1ero primaria? Mi niño se llama Pedro.</b></p>,hola hay cupos para 1ero primaria mi niño se llama pedro,ADMIS_VACANTES,holar cupo 1ero primario niño llamar pedro
Web,partidas para traslado a inicial 4 años. Postulante: Mateo.,partidas para traslado a inicial 4 años postulante mateo,ADMIS_REQUIS_DOC,partida traslado inicial año postulante mateo
WhatsApp,Hola hay cupos para 6to primaria? Mi niño se llama Thiago.,hola hay cupos para 6to primaria mi niño se llama thiago,ADMIS_VACANTES,holar cupo 6to primaria niño llamar thiago
Email,Solicito información de precios y detalles para 5to secundaria. Atte: Ana.,solicito información de precios y detalles para 5to secundaria atte ana,ADMIS_COSTOS,solicitar información precio detalle 5to secundario atte ana
Web,citas de admision para 1ero secundaria. Mi menor es Luis.,citas de admision para 1ero secundaria mi menor es luis,ADMIS_CITAS,cita admision 1ero secundario menor luis
Web,DOCUMENTOS PARA TRASLADO A 6TO PRIMARIA. POSTULANTE: LUCIA.,documentos para traslado a 6to primaria postulante lucia,ADMIS_REQUIS_DOC,documento traslado 6to primaria postulante lucia
WhatsApp,SABER SI HAY VACANTES EN PRIMER GRADO PARA MARIA. GRACIAS.,saber si hay vacantes en primer grado para maria gracias,ADMIS_VACANTES,vacante grado maria gracias
Web,citas de admision para 5to secundaria. Mi menor es Mateo.,citas de admision para 5to secundaria mi menor es mateo,ADMIS_CITAS,cita admision 5to secundario menor mateo
Web,entrevistas de admision para 6to primaria. Mi menor es Luis.,entrevistas de admision para 6to primaria mi menor es luis,ADMIS_CITAS,entrevista admision 6to primario menor luis
WhatsApp,Hola hay cupos para inicial 5 años? Mi niño se llama Nicolas.,hola hay cupos para inicial 5 años mi niño se llama nicolas,ADMIS_VACANTES,holar cupo inicial año niño llamar nicola
Web,DOCUMENTACIÓN PARA TRASLADO A 1ERO PRIMARIA. POSTULANTE: PEDRO.,documentación para traslado a 1ero primaria postulante pedro,ADMIS_REQUIS_DOC,documentación traslado 1ero primaria postulante pedro
WhatsApp,<p><b>Saber si hay cupos en inicial 3 años para Nicolas. Gracias.</b></p>,saber si hay cupos en inicial 3 años para nicolas gracias,ADMIS_VACANTES,cupo inicial año nico él gracia
Web,documentación para traslado a primer año. Postulante: Elena.,documentación para traslado a primer año postulante elena,ADMIS_REQUIS_DOC,documentación traslado año postulante elén
Web,charlas de admision para 6to primaria. Mi menor es Maria.,charlas de admision para 6to primaria mi menor es maria,ADMIS_CITAS,charla admision 6to primario menor mario
WhatsApp,SABER SI HAY LUGARES EN INICIAL 5 AÑOS PARA SOFIA. GRACIAS.,saber si hay lugares en inicial 5 años para sofia gracias,ADMIS_VACANTES,lugar inicial año sofia gracias
Email,"<p><b>Estimados, quisiera saber los pensiones de 1ero secundaria para mi hijo Sofia.</b></p>",estimados quisiera saber los pensiones de 1ero secundaria para mi hijo sofia,ADMIS_COSTOS,estimado querer pensión 1ero secundario hijo sofia
Web,citas de admision para 5to secundaria. Mi menor es Maria.,citas de admision para 5to secundaria mi menor es maria,ADMIS_CITAS,cita admision 5to secundario menor mario
Email,"Estimados, quisiera saber los pagos de secundaria para mi hijo Mateo.",estimados quisiera saber los pagos de secundaria para mi hijo mateo,ADMIS_COSTOS,estimado querer pago secundaria hijo mateo
Email,<p><b>Solicito información de costos y detalles para inicial 3 años. Atte: Elena.</b></p>,solicito información de costos y detalles para inicial 3 años atte elena,ADMIS_COSTOS,solicitar información costo detalle inicial año atte elena
WhatsApp,Saber si hay cupos en 1ero primaria para Juan. Gracias.,saber si hay cupos en 1ero primaria para juan gracias,ADMIS_VACANTES,cupo 1ero primario juan gracias
Web,<p><b>partidas para traslado a secundaria. Postulante: Juan.</b></p>,partidas para traslado a secundaria postulante juan,ADMIS_REQUIS_DOC,partida traslado secundario postulante juan
Web,citas de admision para primer año. Mi menor es Sebastian.,citas de admision para primer año mi menor es sebastian,ADMIS_CITAS,cita admision año menor sebastiar
Web,citas de admision para inicial 5 años. Mi menor es Elena.,citas de admision para inicial 5 años mi menor es elena,ADMIS_CITAS,cita admision inicial año menor elén
Email,Solicito información de pensiones y detalles para secundaria. Atte: Elena.,solicito información de pensiones y detalles para secundaria atte elena,ADMIS_COSTOS,solicitar información pensión detalle secundario atte elén
Web,requisitos para traslado a primer año. Postulante: Nicolas.,requisitos para traslado a primer año postulante nicolas,ADMIS_REQUIS_DOC,requisito traslado año postulante nico él
Email,Solicito información de pensiones y detalles para inicial 4 años. Atte: Mateo.,solicito información de pensiones y detalles para inicial 4 años atte mateo,ADMIS_COSTOS,solicitar información pensión detalle inicial año atte mateo
Email,Solicito información de pensiones y detalles para 6to primaria. Atte: Juan.,solicito información de pensiones y detalles para 6to primaria atte juan,ADMIS_COSTOS,solicitar información pensión detalle 6to primaria atte juan
WhatsApp,Saber si hay disponibilidad de ingreso en 5to secundaria para Thiago. Gracias.,saber si hay disponibilidad de ingreso en 5to secundaria para thiago gracias,ADMIS_VACANTES,disponibilidad ingreso 5to secundario thiago gracias
Email,Solicito información de precios y detalles para primer año. Atte: Camila.,solicito información de precios y detalles para primer año atte camila,ADMIS_COSTOS,solicitar información precio detalle año attar camilar
WhatsApp,<p><b>Hola hay espacios para 6to primaria? Mi niño se llama Lucia.</b></p>,hola hay espacios para 6to primaria mi niño se llama lucia,ADMIS_VACANTES,holar espacio 6to primario niño llamar lucia
Email,Solicito información de mensualidad y detalles para inicial 3 años. Atte: Maria.,solicito información de mensualidad y detalles para inicial 3 años atte maria,ADMIS_COSTOS,solicitar información mensualidad detalle inicial año atte mario
WhatsApp,Saber si hay vacantes en inicial 5 años para Pedro. Gracias.,saber si hay vacantes en inicial 5 años para pedro gracias,ADMIS_VACANTES,vacante inicial año pedro gracias
Web,papeles para traslado a primer grado. Postulante: Sebastian.,papeles para traslado a primer grado postulante sebastian,ADMIS_REQUIS_DOC,papel traslado grado postulante sebastiar
Email,Solicito información de pensiones y detalles para 1ero secundaria. Atte: Thiago.,solicito información de pensiones y detalles para 1ero secundaria atte thiago,ADMIS_COSTOS,solicitar información pensión detalle 1ero secundario atte thiago
Web,CHARLAS DE ADMISION PARA INICIAL 5 AÑOS. MI MENOR ES ANA.,charlas de admision para inicial 5 años mi menor es ana,ADMIS_CITAS,charla admision inicial año menor án
Email,"ESTIMADOS, QUISIERA SABER LOS PAGOS DE SECUNDARIA PARA MI HIJO ELENA.",estimados quisiera saber los pagos de secundaria para mi hijo elena,ADMIS_COSTOS,estimado querer pago secundaria hijo elena
Email,"<p><b>Estimados, quisiera saber los cuotas de 1ero secundaria para mi hijo Ana.</b></p>",estimados quisiera saber los cuotas de 1ero secundaria para mi hijo ana,ADMIS_COSTOS,estimado querer cuota 1ero secundario hijo án
Email,Solicito información de pensiones y detalles para inicial 5 años. Atte: Maria.,solicito información de pensiones y detalles para inicial 5 años atte maria,ADMIS_COSTOS,solicitar información pensión detalle inicial año atte mario
Email,"<p><b>Estimados, quisiera saber los costos de 6to primaria para mi hijo Valentina.</b></p>",estimados quisiera saber los costos de 6to primaria para mi hijo valentina,ADMIS_COSTOS,estimado querer costo 6to primario hijo valentín
Web,CITAS DE ADMISION PARA 6TO PRIMARIA. MI MENOR ES MATEO.,citas de admision para 6to primaria mi menor es mateo,ADMIS_CITAS,cita admision 6to primario menor mateo
Web,<p><b>reunión de admision para inicial 4 años. Mi menor es Sebastian.</b></p>,reunión de admision para inicial 4 años mi menor es sebastian,OTROS,reunión admision inicial año menor sebastiar
Email,Solicito información de mensualidad y detalles para secundaria. Atte: Ana.,solicito información de mensualidad y detalles para secundaria atte ana,ADMIS_COSTOS,solicitar información mensualidad detalle secundario atte ana
Email,"ESTIMADOS, QUISIERA SABER LOS PENSIONES DE INICIAL 5 AÑOS PARA MI HIJO JUAN.",estimados quisiera saber los pensiones de inicial 5 años para mi hijo juan,ADMIS_COSTOS,estimado querer pensión inicial año hijo juan
Email,"Estimados, quisiera saber los pensiones de primer grado para mi hijo Thiago.",estimados quisiera saber los pensiones de primer grado para mi hijo thiago,ADMIS_COSTOS,estimado querer pensión grado hijo thiago
WhatsApp,Saber si hay vacantes en inicial 5 años para Sebastian. Gracias.,saber si hay vacantes en inicial 5 años para sebastian gracias,ADMIS_VACANTES,vacante inicial año sebastiar gracias
Web,<p><b>documentación para traslado a primer grado. Postulante: Gabriel.</b></p>,documentación para traslado a primer grado postulante gabriel,ADMIS_REQUIS_DOC,documentación traslado grado postulante gabriel
WhatsApp,Hola hay cupos para inicial 3 años? Mi niño se llama Sofia.,hola hay cupos para inicial 3 años mi niño se llama sofia,ADMIS_VACANTES,holar cupo inicial año niño llamar sofia
Email,SOLICITO INFORMACIÓN DE MENSUALIDAD Y DETALLES PARA PRIMER GRADO. ATTE: JUAN.,solicito información de mensualidad y detalles para primer grado atte juan,ADMIS_COSTOS,solicitar información mensualidad detalle grado atte juan
Email,"Estimados, quisiera saber los mensualidad de 6to primaria para mi hijo Gabriel.",estimados quisiera saber los mensualidad de 6to primaria para mi hijo gabriel,ADMIS_COSTOS,estimado querer mensualidad 6to primario hijo gabriel
Email,"<p><b>Estimados, quisiera saber los pensiones de 1ero primaria para mi hijo Lucia.</b></p>",estimados quisiera saber los pensiones de 1ero primaria para mi hijo lucia,ADMIS_COSTOS,estimado querer pensión 1ero primario hijo lucia
WhatsApp,Saber si hay espacios en 5to secundaria para Elena. Gracias.,saber si hay espacios en 5to secundaria para elena gracias,ADMIS_VACANTES,espacio 5to secundario elena gracias
Email,"Estimados, quisiera saber los costos de primer año para mi hijo Ana.",estimados quisiera saber los costos de primer año para mi hijo ana,ADMIS_COSTOS,estimado querer costo año hijo án
Web,ficha de matrícula para traslado a primer grado. Postulante: Valentina.,ficha de matrícula para traslado a primer grado postulante valentina,ADMIS_REQUIS_DOC,ficha matrícula traslado grado postulante valentín
Web,ficha de matrícula para traslado a 1ero secundaria. Postulante: Gabriel.,ficha de matrícula para traslado a 1ero secundaria postulante gabriel,ADMIS_REQUIS_DOC,ficha matrícula traslado 1ero secundario postulante gabriel
Email,"Estimados, quisiera saber los pagos de primer grado para mi hijo Maria.",estimados quisiera saber los pagos de primer grado para mi hijo maria,ADMIS_COSTOS,estimado querer pago grado hijo mario
Web,PAPELES PARA TRASLADO A INICIAL 4 AÑOS. POSTULANTE: SEBASTIAN.,papeles para traslado a inicial 4 años postulante sebastian,ADMIS_REQUIS_DOC,papel traslado inicial año postulante sebastiar
Email,"Estimados, quisiera saber los cuotas de inicial 3 años para mi hijo Sebastian.",estimados quisiera saber los cuotas de inicial 3 años para mi hijo sebastian,ADMIS_COSTOS,estimado querer cuota inicial año hijo sebastiar
Web,<p><b>documentación para traslado a inicial 5 años. Postulante: Sofia.</b></p>,documentación para traslado a inicial 5 años postulante sofia,ADMIS_REQUIS_DOC,documentación traslado inicial año postulante sofia
Email,"ESTIMADOS, QUISIERA SABER LOS PRECIOS DE PRIMER GRADO PARA MI HIJO JUAN.",estimados quisiera saber los precios de primer grado para mi hijo juan,ADMIS_COSTOS,estimado querer precio grado hijo juan
Web,charlas de admision para inicial 5 años. Mi menor es Pedro.,charlas de admision para inicial 5 años mi menor es pedro,ADMIS_CITAS,charla admision inicial año menor pedro
Email,"Estimados, quisiera saber los mensualidad de 6to primaria para mi hijo Elena.",estimados quisiera saber los mensualidad de 6to primaria para mi hijo elena,ADMIS_COSTOS,estimado querer mensualidad 6to primario hijo elena
WhatsApp,<p><b>Saber si hay disponibilidad de ingreso en 6to primaria para Valentina. Gracias.</b></p>,saber si hay disponibilidad de ingreso en 6to primaria para valentina gracias,ADMIS_VACANTES,disponibilidad ingreso 6to primario valentina gracias
Web,cronograma de admision para primer grado. Mi menor es Juan.,cronograma de admision para primer grado mi menor es juan,ADMIS_CITAS,cronograma admision grado menor juan
Web,<p><b>partidas para traslado a 1ero secundaria. Postulante: Thiago.</b></p>,partidas para traslado a 1ero secundaria postulante thiago,ADMIS_REQUIS_DOC,partida traslado 1ero secundario postulante thiago
Web,documentos para traslado a secundaria. Postulante: Sofia.,documentos para traslado a secundaria postulante sofia,ADMIS_REQUIS_DOC,documento traslado secundaria postulante sofia
Web,requisitos para traslado a 6to primaria. Postulante: Gabriel.,requisitos para traslado a 6to primaria postulante gabriel,ADMIS_REQUIS_DOC,requisito traslado 6to primaria postulante gabriel
Web,<p><b>reunión de admision para 6to primaria. Mi menor es Thiago.</b></p>,reunión de admision para 6to primaria mi menor es thiago,OTROS,reunión admision 6to primario menor thiago
Email,SOLICITO INFORMACIÓN DE CUOTAS Y DETALLES PARA INICIAL 3 AÑOS. ATTE: LUIS.,solicito información de cuotas y detalles para inicial 3 años atte luis,ADMIS_COSTOS,solicitar información cuota detalle inicial año attar luis
Email,"Estimados, quisiera saber los pagos de primer año para mi hijo Pedro.",estimados quisiera saber los pagos de primer año para mi hijo pedro,ADMIS_COSTOS,estimado querer pago año hijo pedro
WhatsApp,Hola hay espacios para primer año? Mi niño se llama Juan.,hola hay espacios para primer año mi niño se llama juan,ADMIS_VACANTES,holar espacio año niño llamar juan
Web,reunión de admision para 6to primaria. Mi menor es Nicolas.,reunión de admision para 6to primaria mi menor es nicolas,OTROS,reunión admision 6to primario menor nicola
WhatsApp,Hola hay espacios para primer año? Mi niño se llama Mateo.,hola hay espacios para primer año mi niño se llama mateo,ADMIS_VACANTES,holar espacio año niño llamar mateo
Web,citas de admision para primer grado. Mi menor es Gabriel.,citas de admision para primer grado mi menor es gabriel,ADMIS_CITAS,cita admision grado menor gabriel
Email,"<p><b>Estimados, quisiera saber los costos de inicial 4 años para mi hijo Sofia.</b></p>",estimados quisiera saber los costos de inicial 4 años para mi hijo sofia,ADMIS_COSTOS,estimado querer costo inicial año hijo sofia
Email,<p><b>Solicito información de pagos y detalles para secundaria. Atte: Sofia.</b></p>,solicito información de pagos y detalles para secundaria atte sofia,ADMIS_COSTOS,solicitar información pago detalle secundario atte sofia
Email,Solicito información de precios y detalles para 6to primaria. Atte: Camila.,solicito información de precios y detalles para 6to primaria atte camila,ADMIS_COSTOS,solicitar información precio detalle 6to primaria attar camilar
Email,SOLICITO INFORMACIÓN DE PAGOS Y DETALLES PARA SECUNDARIA. ATTE: LUCIA.,solicito información de pagos y detalles para secundaria atte lucia,ADMIS_COSTOS,solicitar información pago detalle secundario atte lucia
Web,citas de admision para secundaria. Mi menor es Thiago.,citas de admision para secundaria mi menor es thiago,ADMIS_CITAS,cita admision secundario menor thiago
Email,SOLICITO INFORMACIÓN DE CUOTAS Y DETALLES PARA INICIAL 5 AÑOS. ATTE: JUAN.,solicito información de cuotas y detalles para inicial 5 años atte juan,ADMIS_COSTOS,solicitar información cuota detalle inicial año atte juan
Email,"Estimados, quisiera saber los mensualidad de 6to primaria para mi hijo Mateo.",estimados quisiera saber los mensualidad de 6to primaria para mi hijo mateo,ADMIS_COSTOS,estimado querer mensualidad 6to primario hijo mateo
Email,"Estimados, quisiera saber los pagos de inicial 4 años para mi hijo Elena.",estimados quisiera saber los pagos de inicial 4 años para mi hijo elena,ADMIS_COSTOS,estimado querer pago inicial año hijo elena
WhatsApp,Saber si hay espacios en 5to secundaria para Mateo. Gracias.,saber si hay espacios en 5to secundaria para mateo gracias,ADMIS_VACANTES,espacio 5to secundario mateo gracias
Web,FICHA DE MATRÍCULA PARA TRASLADO A PRIMER GRADO. POSTULANTE: PEDRO.,ficha de matrícula para traslado a primer grado postulante pedro,ADMIS_REQUIS_DOC,ficha matrícula traslado grado postulante pedro
Email,"Estimados, quisiera saber los pensiones de 1ero secundaria para mi hijo Juan.",estimados quisiera saber los pensiones de 1ero secundaria para mi hijo juan,ADMIS_COSTOS,estimado querer pensión 1ero secundario hijo juan
Web,charlas de admision para inicial 4 años. Mi menor es Ana.,charlas de admision para inicial 4 años mi menor es ana,ADMIS_CITAS,charla admision inicial año menor án
Email,"<p><b>Estimados, quisiera saber los cuotas de 5to secundaria para mi hijo Valentina.</b></p>",estimados quisiera saber los cuotas de 5to secundaria para mi hijo valentina,ADMIS_COSTOS,estimado querer cuota 5to secundario hijo valentín
Email,Solicito información de cuotas y detalles para inicial 3 años. Atte: Juan.,solicito información de cuotas y detalles para inicial 3 años atte juan,ADMIS_COSTOS,solicitar información cuota detalle inicial año atte juan
Email,SOLICITO INFORMACIÓN DE PAGOS Y DETALLES PARA 1ERO SECUNDARIA. ATTE: CAMILA.,solicito información de pagos y detalles para 1ero secundaria atte camila,ADMIS_COSTOS,solicitar información pago detalle 1ero secundario atte camilar
Web,REUNIÓN DE ADMISION PARA SECUNDARIA. MI MENOR ES THIAGO.,reunión de admision para secundaria mi menor es thiago,OTROS,reunión admision secundario menor thiago
WhatsApp,Saber si hay cupos en secundaria para Mateo. Gracias.,saber si hay cupos en secundaria para mateo gracias,ADMIS_VACANTES,cupo secundaria mateo gracias
Web,reunión de admision para 1ero primaria. Mi menor es Pedro.,reunión de admision para 1ero primaria mi menor es pedro,OTROS,reunión admision 1ero primario menor pedro
Email,"Estimados, quisiera saber los costos de 6to primaria para mi hijo Elena.",estimados quisiera saber los costos de 6to primaria para mi hijo elena,ADMIS_COSTOS,estimado querer costo 6to primario hijo elena
Email,Solicito información de cuotas y detalles para inicial 5 años. Atte: Pedro.,solicito información de cuotas y detalles para inicial 5 años atte pedro,ADMIS_COSTOS,solicitar información cuota detalle inicial año atte pedro
Email,"Estimados, quisiera saber los pagos de primer grado para mi hijo Sofia.",estimados quisiera saber los pagos de primer grado para mi hijo sofia,ADMIS_COSTOS,estimado querer pago grado hijo sofia
WhatsApp,<p><b>Saber si hay cupos en inicial 4 años para Luis. Gracias.</b></p>,saber si hay cupos en inicial 4 años para luis gracias,ADMIS_VACANTES,cupo inicial año luis gracias
Web,partidas para traslado a 6to primaria. Postulante: Thiago.,partidas para traslado a 6to primaria postulante thiago,ADMIS_REQUIS_DOC,partida traslado 6to primaria postulante thiago
Email,Solicito información de precios y detalles para inicial 5 años. Atte: Mateo.,solicito información de precios y detalles para inicial 5 años atte mateo,ADMIS_COSTOS,solicitar información precio detalle inicial año atte mateo
WhatsApp,Hola hay disponibilidad de ingreso para inicial 4 años? Mi niño se llama Valentina.,hola hay disponibilidad de ingreso para inicial 4 años mi niño se llama valentina,ADMIS_VACANTES,holar disponibilidad ingreso inicial año niño llamar valentina
WhatsApp,SABER SI HAY DISPONIBILIDAD DE INGRESO EN 6TO PRIMARIA PARA THIAGO. GRACIAS.,saber si hay disponibilidad de ingreso en 6to primaria para thiago gracias,ADMIS_VACANTES,disponibilidad ingreso 6to primario thiago gracias
Email,"Estimados, quisiera saber los precios de inicial 5 años para mi hijo Nicolas.",estimados quisiera saber los precios de inicial 5 años para mi hijo nicolas,ADMIS_COSTOS,estimado querer precio inicial año hijo nicola
Web,REUNIÓN DE ADMISION PARA 6TO PRIMARIA. MI MENOR ES PEDRO.,reunión de admision para 6to primaria mi menor es pedro,OTROS,reunión admision 6to primario menor pedro
WhatsApp,Saber si hay lugares en 6to primaria para Maria. Gracias.,saber si hay lugares en 6to primaria para maria gracias,ADMIS_VACANTES,lugar 6to primario maria gracias
Web,<p><b>papeles para traslado a inicial 3 años. Postulante: Pedro.</b></p>,papeles para traslado a inicial 3 años postulante pedro,ADMIS_REQUIS_DOC,papel traslado inicial año postulante pedro
Email,"Estimados, quisiera saber los pagos de 1ero secundaria para mi hijo Luis.",estimados quisiera saber los pagos de 1ero secundaria para mi hijo luis,ADMIS_COSTOS,estimado querer pago 1ero secundario hijo luis
Web,documentos para traslado a inicial 3 años. Postulante: Maria.,documentos para traslado a inicial 3 años postulante maria,ADMIS_REQUIS_DOC,documento traslado inicial año postulante mario
Web,reunión de admision para 5to secundaria. Mi menor es Elena.,reunión de admision para 5to secundaria mi menor es elena,OTROS,reunión admision 5to secundario menor elén
Web,entrevistas de admision para 1ero primaria. Mi menor es Elena.,entrevistas de admision para 1ero primaria mi menor es elena,ADMIS_CITAS,entrevista admision 1ero primario menor elén
Web,partidas para traslado a inicial 5 años. Postulante: Sebastian.,partidas para traslado a inicial 5 años postulante sebastian,ADMIS_REQUIS_DOC,partida traslado inicial año postulante sebastiar
Email,Solicito información de costos y detalles para inicial 5 años. Atte: Thiago.,solicito información de costos y detalles para inicial 5 años atte thiago,ADMIS_COSTOS,solicitar información costo detalle inicial año attar thiago
WhatsApp,Saber si hay lugares en primer año para Camila. Gracias.,saber si hay lugares en primer año para camila gracias,ADMIS_VACANTES,lugar año camilar gracias
Web,documentos para traslado a 1ero primaria. Postulante: Camila.,documentos para traslado a 1ero primaria postulante camila,ADMIS_REQUIS_DOC,documento traslado 1ero primaria postulante camilar
WhatsApp,<p><b>Saber si hay cupos en 6to primaria para Maria. Gracias.</b></p>,saber si hay cupos en 6to primaria para maria gracias,ADMIS_VACANTES,cupo 6to primario maria gracias
Web,<p><b>documentos para traslado a 5to secundaria. Postulante: Juan.</b></p>,documentos para traslado a 5to secundaria postulante juan,ADMIS_REQUIS_DOC,documento traslado 5to secundario postulante juan
Email,"ESTIMADOS, QUISIERA SABER LOS PENSIONES DE INICIAL 3 AÑOS PARA MI HIJO VALENTINA.",estimados quisiera saber los pensiones de inicial 3 años para mi hijo valentina,ADMIS_COSTOS,estimado querer pensión inicial año hijo valentín
WhatsApp,Saber si hay lugares en 1ero primaria para Juan. Gracias.,saber si hay lugares en 1ero primaria para juan gracias,ADMIS_VACANTES,lugar 1ero primario juan gracias
Email,"Estimados, quisiera saber los costos de secundaria para mi hijo Thiago.",estimados quisiera saber los costos de secundaria para mi hijo thiago,ADMIS_COSTOS,estimado querer costo secundaria hijo thiago
WhatsApp,Hola hay espacios para inicial 3 años? Mi niño se llama Sofia.,hola hay espacios para inicial 3 años mi niño se llama sofia,ADMIS_VACANTES,holar espacio inicial año niño llamar sofia
WhatsApp,<p><b>Hola hay espacios para primer año? Mi niño se llama Lucia.</b></p>,hola hay espacios para primer año mi niño se llama lucia,ADMIS_VACANTES,holar espacio año niño llamar lucia
WhatsApp,Saber si hay vacantes en 1ero secundaria para Elena. Gracias.,saber si hay vacantes en 1ero secundaria para elena gracias,ADMIS_VACANTES,vacante 1ero secundario elena gracias
Email,"Estimados, quisiera saber los mensualidad de inicial 4 años para mi hijo Luis.",estimados quisiera saber los mensualidad de inicial 4 años para mi hijo luis,ADMIS_COSTOS,estimado querer mensualidad inicial año hijo luis
Web,entrevistas de admision para inicial 5 años. Mi menor es Lucia.,entrevistas de admision para inicial 5 años mi menor es lucia,ADMIS_CITAS,entrevista admision inicial año menor lucia
Email,"Estimados, quisiera saber los costos de 6to primaria para mi hijo Sofia.",estimados quisiera saber los costos de 6to primaria para mi hijo sofia,ADMIS_COSTOS,estimado querer costo 6to primario hijo sofia
Email,"Estimados, quisiera saber los pensiones de primer grado para mi hijo Sebastian.",estimados quisiera saber los pensiones de primer grado para mi hijo sebastian,ADMIS_COSTOS,estimado querer pensión grado hijo sebastiar
Web,papeles para traslado a primer año. Postulante: Luis.,papeles para traslado a primer año postulante luis,ADMIS_REQUIS_DOC,papel traslado año postulante luis
Email,"Estimados, quisiera saber los pensiones de inicial 5 años para mi hijo Maria.",estimados quisiera saber los pensiones de inicial 5 años para mi hijo maria,ADMIS_COSTOS,estimado querer pensión inicial año hijo mario
Web,<p><b>papeles para traslado a 1ero secundaria. Postulante: Sofia.</b></p>,papeles para traslado a 1ero secundaria postulante sofia,ADMIS_REQUIS_DOC,papel traslado 1ero secundario postulante sofia
WhatsApp,<p><b>Saber si hay vacantes en secundaria para Gabriel. Gracias.</b></p>,saber si hay vacantes en secundaria para gabriel gracias,ADMIS_VACANTES,vacante secundaria gabriel gracias
Web,<p><b>papeles para traslado a primer año. Postulante: Elena.</b></p>,papeles para traslado a primer año postulante elena,ADMIS_REQUIS_DOC,papel traslado año postulante elén
Email,"Estimados, quisiera saber los mensualidad de 1ero primaria para mi hijo Sofia.",estimados quisiera saber los mensualidad de 1ero primaria para mi hijo sofia,ADMIS_COSTOS,estimado querer mensualidad 1ero primario hijo sofia
WhatsApp,Hola hay espacios para inicial 3 años? Mi niño se llama Camila.,hola hay espacios para inicial 3 años mi niño se llama camila,ADMIS_VACANTES,holar espacio inicial año niño llamar camila
WhatsApp,<p><b>Hola hay espacios para inicial 4 años? Mi niño se llama Camila.</b></p>,hola hay espacios para inicial 4 años mi niño se llama camila,ADMIS_VACANTES,holar espacio inicial año niño llamar camila
Email,"Estimados, quisiera saber los costos de primer año para mi hijo Sofia.",estimados quisiera saber los costos de primer año para mi hijo sofia,ADMIS_COSTOS,estimado querer costo año hijo sofia
WhatsApp,<p><b>Hola hay vacantes para primer grado? Mi niño se llama Valentina.</b></p>,hola hay vacantes para primer grado mi niño se llama valentina,ADMIS_VACANTES,holar vacante grado niño llamar valentina
Web,CRONOGRAMA DE ADMISION PARA SECUNDARIA. MI MENOR ES NICOLAS.,cronograma de admision para secundaria mi menor es nicolas,ADMIS_CITAS,cronograma admision secundario menor nicola
Web,<p><b>ficha de matrícula para traslado a 1ero primaria. Postulante: Pedro.</b></p>,ficha de matrícula para traslado a 1ero primaria postulante pedro,ADMIS_REQUIS_DOC,ficha matrícula traslado 1ero primaria postulante pedro
Web,ficha de matrícula para traslado a 5to secundaria. Postulante: Camila.,ficha de matrícula para traslado a 5to secundaria postulante camila,ADMIS_REQUIS_DOC,ficha matrícula traslado 5to secundario postulante camilar
WhatsApp,Saber si hay disponibilidad de ingreso en secundaria para Maria. Gracias.,saber si hay disponibilidad de ingreso en secundaria para maria gracias,ADMIS_VACANTES,disponibilidad ingreso secundaria maria gracias
Web,partidas para traslado a primer año. Postulante: Ana.,partidas para traslado a primer año postulante ana,ADMIS_REQUIS_DOC,partida traslado año postulante án
Web,charlas de admision para 1ero secundaria. Mi menor es Juan.,charlas de admision para 1ero secundaria mi menor es juan,ADMIS_CITAS,charla admision 1ero secundario menor juan
